title,slug,"published date",url,symbol,sentiment,compound,positive,neutral,negative,open,high,low,close,volume,change
"“10% Laxmi Bank Debenture 2086” listed on NEPSE; 2 Million units made tradeable",10-laxmi-bank-debenture-2086-listed-on-nepse-2-million-units-made-tradeable,2020-02-18,https://www.sharesansar.com/newsdetail/10-laxmi-bank-debenture-2086-listed-on-nepse-2-million-units-made-tradeable,NEPSE,Neutral,0.0,0.0,1.0,0.0,1399.47,1399.47,1399.47,1399.47,2125977034,0
"NEPSE lists 1.22 crore bonus shares of NCC Bank and 72.57 lakh right shares of United Insurance Company",nepse-lists-122-crore-bonus-shares-of-ncc-bank-and-7257-lakh-right-shares-of-united-insurance-company,2020-02-18,https://www.sharesansar.com/newsdetail/nepse-lists-122-crore-bonus-shares-of-ncc-bank-and-7257-lakh-right-shares-of-united-insurance-company,NEPSE,Positive,0.8658,0.433,0.567,0.0,1399.47,1399.47,1399.47,1399.47,2125977034,0
"NEPSE lists 14.43 lakh units shares of former Janasewi Laghubitta as Kalika Laghubitta; Transaction halt released",nepse-lists-1443-lakh-units-shares-of-former-janasewi-laghubitta-as-kalika-laghubitta-transaction-halt-released,2020-02-17,https://www.sharesansar.com/newsdetail/nepse-lists-1443-lakh-units-shares-of-former-janasewi-laghubitta-as-kalika-laghubitta-transaction-halt-released,NEPSE,Positive,0.296,0.128,0.872,0.0,1364.34,1364.34,1364.34,1364.34,2687533442,0
"Massive double digit gain enables NEPSE to close at 22 month high with second highest turnover; three companies hit the positive circuit",massive-double-digit-gain-enables-nepse-to-close-at-22-month-high-with-second-highest-turnover-three-companies-hit-the-positive-circuit,2020-02-17,https://www.sharesansar.com/newsdetail/massive-double-digit-gain-enables-nepse-to-close-at-22-month-high-with-second-highest-turnover-three-companies-hit-the-positive-circuit,NEPSE,Positive,0.7906,0.259,0.741,0.0,1364.34,1364.34,1364.34,1364.34,2687533442,0
"Right shares of Multipurpose Finance Limited listed on NEPSE; 1.82 Million units made tradeable",right-shares-of-multipurpose-finance-limited-listed-on-nepse-182-million-units-made-tradeable,2020-02-17,https://www.sharesansar.com/newsdetail/right-shares-of-multipurpose-finance-limited-listed-on-nepse-182-million-units-made-tradeable,NEPSE,Positive,0.0772,0.137,0.745,0.118,1364.34,1364.34,1364.34,1364.34,2687533442,0
"Interaction session held by Nepal Share Hub and SEBON; List of suggestions provided to SEBON",interaction-session-held-by-nepal-share-hub-and-sebon-list-of-suggestions-provided-to-sebon,2020-02-17,https://www.sharesansar.com/newsdetail/interaction-session-held-by-nepal-share-hub-and-sebon-list-of-suggestions-provided-to-sebon,NEPSE,Positive,0.296,0.136,0.864,0.0,1364.34,1364.34,1364.34,1364.34,2687533442,0
"Market opens for the week with double digit gain and high trade volume; two hydropower companies hit the positive circuit",market-opens-for-the-week-with-double-digit-gain-and-high-trade-volume-two-hydropower-companies-hit-the-positive-circuit,2020-02-16,https://www.sharesansar.com/newsdetail/market-opens-for-the-week-with-double-digit-gain-and-high-trade-volume-two-hydropower-companies-hit-the-positive-circuit,NEPSE,Positive,0.7906,0.28,0.72,0.0,1344.73,1344.73,1344.73,1344.73,1978108701,0
"Microfinance sector rallies this week by 7.52%; Nepal Seva Laghubitta gain 20%; Shivam Cements traded most (Weekly Wrap up)",microfinance-sector-rallies-this-week-by-752-nepal-seva-laghubitta-gain-20-shivam-cements-traded-most-weekly-wrap-up,2020-02-14,https://www.sharesansar.com/newsdetail/microfinance-sector-rallies-this-week-by-752-nepal-seva-laghubitta-gain-20-shivam-cements-traded-most-weekly-wrap-up,NEPSE,Positive,0.5267,0.159,0.841,0.0,1346.45,1346.45,1346.45,1346.45,1773805746,0
"NEPSE list 19.28 lakh unit bonus shares of Himalayan Distillery and 3.63 lakh units bonus shares of Laxmi Laghubitta",nepse-list-1928-lakh-unit-bonus-shares-of-himalayan-distillery-and-363-lakh-units-bonus-shares-of-laxmi-laghubitta,2020-02-14,https://www.sharesansar.com/newsdetail/nepse-list-1928-lakh-unit-bonus-shares-of-himalayan-distillery-and-363-lakh-units-bonus-shares-of-laxmi-laghubitta,NEPSE,Positive,0.886,0.432,0.568,0.0,1346.45,1346.45,1346.45,1346.45,1773805746,0
"Market closes for the week at 1344.59 points after losing minimal points today; one company hits the positive circuit",market-closes-for-the-week-at-134459-points-after-losing-minimal-points-today-one-company-hits-the-positive-circuit,2020-02-13,https://www.sharesansar.com/newsdetail/market-closes-for-the-week-at-134459-points-after-losing-minimal-points-today-one-company-hits-the-positive-circuit,NEPSE,Positive,0.25,0.155,0.733,0.112,1346.45,1346.45,1346.45,1346.45,1773805746,0
"NEPSE gains for third consecutive day to close at 1345.97 points; two companies hit the positive circuit",nepse-gains-for-third-consecutive-day-to-close-at-134597-points-two-companies-hit-the-positive-circuit,2020-02-12,https://www.sharesansar.com/newsdetail/nepse-gains-for-third-consecutive-day-to-close-at-134597-points-two-companies-hit-the-positive-circuit,NEPSE,Positive,0.7184,0.286,0.714,0.0,1341.07,1341.07,1341.07,1341.07,1509784311,0
"Bonus shares of Sunrise Bank and Muktinath Bikas Bank listed on NEPSE; more than 14 Million units made tradeable",bonus-shares-of-sunrise-bank-and-muktinath-bikas-bank-listed-on-nepse-more-than-14-million-units-made-tradeable,2020-02-12,https://www.sharesansar.com/newsdetail/bonus-shares-of-sunrise-bank-and-muktinath-bikas-bank-listed-on-nepse-more-than-14-million-units-made-tradeable,NEPSE,Positive,0.6908,0.251,0.749,0.0,1341.07,1341.07,1341.07,1341.07,1509784311,0
"NEPSE Index closes at 1347.38 points after gaining double digits today; one company hits the positive circuit",nepse-index-closes-at-134738-points-after-gaining-double-digits-today-one-company-hits-the-positive-circuit,2020-02-11,https://www.sharesansar.com/newsdetail/nepse-index-closes-at-134738-points-after-gaining-double-digits-today-one-company-hits-the-positive-circuit,NEPSE,Positive,0.7506,0.299,0.701,0.0,1324.31,1324.31,1324.31,1324.31,1532250440,0
"Market gains 4.28 points to close at 1324.26 points; Shivam Cements posts massive turnover worth Rs.13.66 Crore",market-gains-428-points-to-close-at-132426-points-shivam-cements-posts-massive-turnover-worth-rs1366-crore,2020-02-10,https://www.sharesansar.com/newsdetail/market-gains-428-points-to-close-at-132426-points-shivam-cements-posts-massive-turnover-worth-rs1366-crore,NEPSE,Positive,0.5106,0.223,0.777,0.0,1320.77,1320.77,1320.77,1320.77,932086055,0
"Trading of Kanchan Development Bank halted after merger agreement with NMB Bank; NEPSE publishes notice",trading-of-kanchan-development-bank-halted-after-merger-agreement-with-nmb-bank-nepse-publishes-notice,2020-02-10,https://www.sharesansar.com/newsdetail/trading-of-kanchan-development-bank-halted-after-merger-agreement-with-nmb-bank-nepse-publishes-notice,NEPSE,Positive,0.4939,0.186,0.814,0.0,1320.77,1320.77,1320.77,1320.77,932086055,0
"NEPSE Index opens for the week with double digit loss; turnover amount stands at Rs.95.04 Crore",nepse-index-opens-for-the-week-with-double-digit-loss-turnover-amount-stands-at-rs9504-crore,2020-02-09,https://www.sharesansar.com/newsdetail/nepse-index-opens-for-the-week-with-double-digit-loss-turnover-amount-stands-at-rs9504-crore,NEPSE,Negative,-0.3182,0.0,0.867,0.133,1332.91,1332.91,1332.91,1332.91,950402584,0
"Bonus shares of two development banks listed on NEPSE; more than 6 Million units made tradeable",bonus-shares-of-two-development-banks-listed-on-nepse-more-than-6-million-units-made-tradeable,2020-02-09,https://www.sharesansar.com/newsdetail/bonus-shares-of-two-development-banks-listed-on-nepse-more-than-6-million-units-made-tradeable,NEPSE,Positive,0.6908,0.305,0.695,0.0,1332.91,1332.91,1332.91,1332.91,950402584,0
"Number of online clients crosses 20 Thousand till February 6, 2020; Vision Securities leads with highest number of online clients",number-of-online-clients-crosses-20-thousand-till-february-6-2020-vision-securities-leads-with-highest-number-of-online-clients,2020-02-07,https://www.sharesansar.com/newsdetail/number-of-online-clients-crosses-20-thousand-till-february-6-2020-vision-securities-leads-with-highest-number-of-online-clients,NEPSE,Positive,0.5859,0.298,0.702,0.0,1341.03,1341.03,1341.03,1341.03,1049345436,0
"Support Microfinance rises by 41.82%; Development Bank sector rises most this week; Nepal and Neco Insurance traded most (Weekly Wrap Up)",support-microfinance-rises-by-4182-development-bank-sector-rises-most-this-week-nepal-and-neco-insurance-traded-most-weekly-wrap-up,2020-02-07,https://www.sharesansar.com/newsdetail/support-microfinance-rises-by-4182-development-bank-sector-rises-most-this-week-nepal-and-neco-insurance-traded-most-weekly-wrap-up,NEPSE,Positive,0.4019,0.119,0.881,0.0,1341.03,1341.03,1341.03,1341.03,1049345436,0
"Market lost 8.67 points today closing at 1,333.69 points; Green Development Bank as top gainer",market-lost-867-points-today-closing-at-133369-points-green-development-bank-as-top-gainer,2020-02-06,https://www.sharesansar.com/newsdetail/market-lost-867-points-today-closing-at-133369-points-green-development-bank-as-top-gainer,NEPSE,Negative,-0.128,0.105,0.76,0.135,1341.03,1341.03,1341.03,1341.03,1049345436,0
"NEPSE halts trading of Summit Laghubitta Bittiya Sanstha; Company signs merger agreement with Sajilo Laghubitta",nepse-halts-trading-of-summit-laghubitta-bittiya-sanstha-company-signs-merger-agreement-with-sajilo-laghubitta,2020-02-06,https://www.sharesansar.com/newsdetail/nepse-halts-trading-of-summit-laghubitta-bittiya-sanstha-company-signs-merger-agreement-with-sajilo-laghubitta,NEPSE,Positive,0.4939,0.186,0.814,0.0,1341.03,1341.03,1341.03,1341.03,1049345436,0
"Bonus shares of Asha Laghubitta get listed on NEPSE; 2.48 Lakh units made tradeable",bonus-shares-of-asha-laghubitta-get-listed-on-nepse-248-lakh-units-made-tradeable,2020-02-05,https://www.sharesansar.com/newsdetail/bonus-shares-of-asha-laghubitta-get-listed-on-nepse-248-lakh-units-made-tradeable,NEPSE,Positive,0.6908,0.322,0.678,0.0,1338.5,1338.5,1338.5,1338.5,1082483909,0
"One company hits the positive circuit while hydropower companies dominate top losers list; NEPSE gains 5.31 points",one-company-hits-the-positive-circuit-while-hydropower-companies-dominate-top-losers-list-nepse-gains-531-points,2020-02-05,https://www.sharesansar.com/newsdetail/one-company-hits-the-positive-circuit-while-hydropower-companies-dominate-top-losers-list-nepse-gains-531-points,NEPSE,Positive,0.4404,0.316,0.486,0.198,1338.5,1338.5,1338.5,1338.5,1082483909,0
"Market loses double digits to close at 1337.04 points; three companies hit the positive circuit",market-loses-double-digits-to-close-at-133704-points-three-companies-hit-the-positive-circuit,2020-02-04,https://www.sharesansar.com/newsdetail/market-loses-double-digits-to-close-at-133704-points-three-companies-hit-the-positive-circuit,NEPSE,Positive,0.3182,0.19,0.688,0.122,1351.01,1351.01,1351.01,1351.01,1570166163,0
"NEPSE lists 16% bonus of Prabhu Bank; 1.42 crore units listed",nepse-lists-16-bonus-of-prabhu-bank-142-crore-units-listed,2020-02-04,https://www.sharesansar.com/newsdetail/nepse-lists-16-bonus-of-prabhu-bank-142-crore-units-listed,NEPSE,Positive,0.5423,0.259,0.741,0.0,1351.01,1351.01,1351.01,1351.01,1570166163,0
"Trading of Naya Nepal Laghubitta halted in NEPSE; Merger deal signed with Sarathi Laghubitta",trading-of-naya-nepal-laghubitta-halted-in-nepse-merger-deal-signed-with-sarathi-laghubitta,2020-02-04,https://www.sharesansar.com/newsdetail/trading-of-naya-nepal-laghubitta-halted-in-nepse-merger-deal-signed-with-sarathi-laghubitta,NEPSE,Neutral,0.0,0.0,1.0,0.0,1351.01,1351.01,1351.01,1351.01,1570166163,0
"NEPSE Index closes at 21 months high after gaining minimal points; two hydropower companies hit the positive circuit",nepse-index-closes-at-21-months-high-after-gaining-minimal-points-two-hydropower-companies-hit-the-positive-circuit,2020-02-03,https://www.sharesansar.com/newsdetail/nepse-index-closes-at-21-months-high-after-gaining-minimal-points-two-hydropower-companies-hit-the-positive-circuit,NEPSE,Positive,0.7506,0.286,0.714,0.0,1348.12,1348.12,1348.12,1348.12,1611719203,0
"Book closure for 23rd AGM of Central Finance Limited on Magh 28, 2076; to endorse 7% cash dividend",book-closure-for-23rd-agm-of-central-finance-limited-on-magh-28-2076-to-endorse-7-cash-dividend,2020-02-03,https://www.sharesansar.com/newsdetail/book-closure-for-23rd-agm-of-central-finance-limited-on-magh-28-2076-to-endorse-7-cash-dividend,NEPSE,Positive,0.1027,0.114,0.792,0.094,1348.12,1348.12,1348.12,1348.12,1611719203,0
"Which sectors contributed most to unusual gain in the past two months? How has it fared against review of the whole year",which-sectors-contributed-most-to-unusual-gain-in-the-past-two-months-how-has-it-fared-against-review-of-the-whole-year,2020-02-02,https://www.sharesansar.com/newsdetail/which-sectors-contributed-most-to-unusual-gain-in-the-past-two-months-how-has-it-fared-against-review-of-the-whole-year,NEPSE,Positive,0.5667,0.149,0.851,0.0,1325.62,1325.62,1325.62,1325.62,2077987799,0
"NEPSE lists bonus shares of Garima Bikas Bank and Sanima Bank; total of 12.50 Million units made tradeable",nepse-lists-bonus-shares-of-garima-bikas-bank-and-sanima-bank-total-of-1250-million-units-made-tradeable,2020-02-02,https://www.sharesansar.com/newsdetail/nepse-lists-bonus-shares-of-garima-bikas-bank-and-sanima-bank-total-of-1250-million-units-made-tradeable,NEPSE,Positive,0.6908,0.263,0.737,0.0,1325.62,1325.62,1325.62,1325.62,2077987799,0
"NEPSE gains double digits for the second consecutive day with high turnover; three microfinance companies hit the positive circuit",nepse-gains-double-digits-for-the-second-consecutive-day-with-high-turnover-three-microfinance-companies-hit-the-positive-circuit,2020-02-02,https://www.sharesansar.com/newsdetail/nepse-gains-double-digits-for-the-second-consecutive-day-with-high-turnover-three-microfinance-companies-hit-the-positive-circuit,NEPSE,Positive,0.7184,0.261,0.739,0.0,1325.62,1325.62,1325.62,1325.62,2077987799,0
"Starting of year 2020 is truly a blessing for investors! Find out how?",starting-of-year-2020-is-truly-a-blessing-for-investors-find-out-how,2020-02-01,https://www.sharesansar.com/newsdetail/starting-of-year-2020-is-truly-a-blessing-for-investors-find-out-how,NEPSE,Positive,0.75,0.39,0.61,0.0,1306.29,1306.29,1306.29,1306.29,1966219749,0
"Most of the microfinance and non-life insurance companies rises this week; GBIME and NLIC traded most; Nerude Laghubitta rises by 20.9% (Weekly Wrap up)",most-of-the-microfinance-and-non-life-insurance-companies-rises-this-week-gbime-and-nlic-traded-most-nerude-laghubitta-rises-by-209-weekly-wrap-up,2020-01-31,https://www.sharesansar.com/newsdetail/most-of-the-microfinance-and-non-life-insurance-companies-rises-this-week-gbime-and-nlic-traded-most-nerude-laghubitta-rises-by-209-weekly-wrap-up,NEPSE,Neutral,0.0,0.0,1.0,0.0,1306.29,1306.29,1306.29,1306.29,1966219749,0
"Bonus shares of Mero Microfinance and right shares of Samata Microfinance get listed on NEPSE; more than 3 Million units made tradeable",bonus-shares-of-mero-microfinance-and-right-shares-of-samata-microfinance-get-listed-on-nepse-more-than-3-million-units-made-tradeable,2020-01-31,https://www.sharesansar.com/newsdetail/bonus-shares-of-mero-microfinance-and-right-shares-of-samata-microfinance-get-listed-on-nepse-more-than-3-million-units-made-tradeable,NEPSE,Positive,0.7845,0.305,0.695,0.0,1306.29,1306.29,1306.29,1306.29,1966219749,0
"Market closes for the week at 1325.38 points after gaining double digits today; register 17th highest turnover till date",market-closes-for-the-week-at-132538-points-after-gaining-double-digits-today-register-17th-highest-turnover-till-date,2020-01-30,https://www.sharesansar.com/newsdetail/market-closes-for-the-week-at-132538-points-after-gaining-double-digits-today-register-17th-highest-turnover-till-date,NEPSE,Positive,0.4215,0.135,0.865,0.0,1306.29,1306.29,1306.29,1306.29,1966219749,0
"NEPSE Index loses minimal points to close at 1305.88 points; one company hits the positive circuit",nepse-index-loses-minimal-points-to-close-at-130588-points-one-company-hits-the-positive-circuit,2020-01-29,https://www.sharesansar.com/newsdetail/nepse-index-loses-minimal-points-to-close-at-130588-points-one-company-hits-the-positive-circuit,NEPSE,Positive,0.3182,0.181,0.704,0.116,1306.16,1306.16,1306.16,1306.16,1293711383,0
"NEPSE lists 30 lakh units of ""10.25% of Sunrise Bank Debenture 2083""",nepse-lists-30-lakh-units-of-1025-of-sunrise-bank-debenture-2083,2020-01-29,https://www.sharesansar.com/newsdetail/nepse-lists-30-lakh-units-of-1025-of-sunrise-bank-debenture-2083,NEPSE,Neutral,0.0,0.0,1.0,0.0,1306.16,1306.16,1306.16,1306.16,1293711383,0
"Market gains 5.52 points and closes at 1306.15 points; Life Insurance sector gains the most",market-gains-552-points-and-closes-at-130615-points-life-insurance-sector-gains-the-most,2020-01-28,https://www.sharesansar.com/newsdetail/market-gains-552-points-and-closes-at-130615-points-life-insurance-sector-gains-the-most,NEPSE,Positive,0.5859,0.27,0.73,0.0,1300.65,1300.65,1300.65,1300.65,1400467805,0
"NEPSE publishes second quarter classification of companies; 12 commercial banks classified under Class A",nepse-publishes-second-quarter-classification-of-companies-12-commercial-banks-classified-under-class-a,2020-01-28,https://www.sharesansar.com/newsdetail/nepse-publishes-second-quarter-classification-of-companies-12-commercial-banks-classified-under-class-a,NEPSE,Neutral,0.0,0.0,1.0,0.0,1300.65,1300.65,1300.65,1300.65,1400467805,0
"NEPSE Index gains double digit points, closing at 1300.62 points; Trading sector gains the most",nepse-index-gains-double-digit-points-closing-at-130062-points-trading-sector-gains-the-most,2020-01-27,https://www.sharesansar.com/newsdetail/nepse-index-gains-double-digit-points-closing-at-130062-points-trading-sector-gains-the-most,NEPSE,Positive,0.5859,0.27,0.73,0.0,1276.68,1276.68,1276.68,1276.68,917359865,0
"Broker number 19 out due to non settlement of cash; Trading barred for 3 days",broker-number-19-out-due-to-non-settlement-of-cash-trading-barred-for-3-days,2020-01-27,https://www.sharesansar.com/newsdetail/broker-number-19-out-due-to-non-settlement-of-cash-trading-barred-for-3-days,NEPSE,Positive,0.0772,0.091,0.909,0.0,1276.68,1276.68,1276.68,1276.68,917359865,0
"Market loses double digit points on the first trading day of the week; NEPSE Index closes at 1276.68 points",market-loses-double-digit-points-on-the-first-trading-day-of-the-week-nepse-index-closes-at-127668-points,2020-01-26,https://www.sharesansar.com/newsdetail/market-loses-double-digit-points-on-the-first-trading-day-of-the-week-nepse-index-closes-at-127668-points,NEPSE,Negative,-0.3182,0.0,0.887,0.113,1298.67,1298.67,1298.67,1298.67,965018662,0
"Life and Non-Life Insurance sector rallies this week; NEPSE decline by 12.76 point; Global IME Bank traded most (Weekly Wrap Up)",life-and-non-life-insurance-sector-rallies-this-week-nepse-decline-by-1276-point-global-ime-bank-traded-most-weekly-wrap-up,2020-01-24,https://www.sharesansar.com/newsdetail/life-and-non-life-insurance-sector-rallies-this-week-nepse-decline-by-1276-point-global-ime-bank-traded-most-weekly-wrap-up,NEPSE,Neutral,0.0,0.0,1.0,0.0,1314.16,1314.16,1314.16,1314.16,1384209412,0
"Sindhu Bikas Bank to convene 10th AGM on Magh 17, 2076; BOD reschedules AGM due to absence of minimum number of shareholders",sindhu-bikas-bank-to-convene-10th-agm-on-magh-17-2076-bod-reschedules-agm-due-to-absence-of-minimum-number-of-shareholders,2020-01-24,https://www.sharesansar.com/newsdetail/sindhu-bikas-bank-to-convene-10th-agm-on-magh-17-2076-bod-reschedules-agm-due-to-absence-of-minimum-number-of-shareholders,NEPSE,Positive,0.0772,0.058,0.942,0.0,1314.16,1314.16,1314.16,1314.16,1384209412,0
"Market closes for the week below 1300 points after losing 15.95 points today; one company hits the positive circuit",market-closes-for-the-week-below-1300-points-after-losing-1595-points-today-one-company-hits-the-positive-circuit,2020-01-23,https://www.sharesansar.com/newsdetail/market-closes-for-the-week-below-1300-points-after-losing-1595-points-today-one-company-hits-the-positive-circuit,NEPSE,Positive,0.25,0.155,0.733,0.112,1314.16,1314.16,1314.16,1314.16,1384209412,0
"Trading in securities of Srijana Finance Limited and Mahuli Laghubitta halted; both signed agreement for mergers and acquisitions with other companies",trading-in-securities-of-srijana-finance-limited-and-mahuli-laghubitta-halted-both-signed-agreement-for-mergers-and-acquisitions-with-other-companies,2020-01-23,https://www.sharesansar.com/newsdetail/trading-in-securities-of-srijana-finance-limited-and-mahuli-laghubitta-halted-both-signed-agreement-for-mergers-and-acquisitions-with-other-companies,NEPSE,Positive,0.5423,0.213,0.711,0.075,1314.16,1314.16,1314.16,1314.16,1384209412,0
"NEPSE Index closes at 1313.42 points after losing 7.05 points; Global IME Bank makes up massive 38.65% of the total turnover",nepse-index-closes-at-131342-points-after-losing-705-points-global-ime-bank-makes-up-massive-3865-of-the-total-turnover,2020-01-22,https://www.sharesansar.com/newsdetail/nepse-index-closes-at-131342-points-after-losing-705-points-global-ime-bank-makes-up-massive-3865-of-the-total-turnover,NEPSE,Negative,-0.3818,0.0,0.885,0.115,1324.32,1324.32,1324.32,1324.32,1581381364,0
"Mahuli Samudayik Laghubitta Bittiya Sanstha and Nava Kiran Laghubitta Bittiya Sanstha sign Memorandum of Understanding to merge",mahuli-samudayik-laghubitta-bittiya-sanstha-and-nava-kiran-laghubitta-bittiya-sanstha-sign-memorandum-of-understanding-to-merge,2020-01-22,https://www.sharesansar.com/newsdetail/mahuli-samudayik-laghubitta-bittiya-sanstha-and-nava-kiran-laghubitta-bittiya-sanstha-sign-memorandum-of-understanding-to-merge,NEPSE,Neutral,0.0,0.0,1.0,0.0,1324.32,1324.32,1324.32,1324.32,1581381364,0
"Market closes with minimal gain at 1320.47 points; three companies hit the positive circuit",market-closes-with-minimal-gain-at-132047-points-three-companies-hit-the-positive-circuit,2020-01-21,https://www.sharesansar.com/newsdetail/market-closes-with-minimal-gain-at-132047-points-three-companies-hit-the-positive-circuit,NEPSE,Positive,0.7906,0.368,0.632,0.0,1318.65,1318.65,1318.65,1318.65,1519976760,0
"Market correction observed as NEPSE loses almost 2% today; four companies hit the circuit, two positive and two negative",market-correction-observed-as-nepse-loses-almost-2-today-four-companies-hit-the-circuit-two-positive-and-two-negative,2020-01-20,https://www.sharesansar.com/newsdetail/market-correction-observed-as-nepse-loses-almost-2-today-four-companies-hit-the-circuit-two-positive-and-two-negative,NEPSE,Negative,-0.34,0.141,0.625,0.234,1342.7,1342.7,1342.7,1342.7,1953780000,0
"Total number of online clients increases to 18,583 till January 14, 2020; Vision Securities leads with highest number of online clients",total-number-of-online-clients-increases-to-18583-till-january-14-2020-vision-securities-leads-with-highest-number-of-online-clients,2020-01-20,https://www.sharesansar.com/newsdetail/total-number-of-online-clients-increases-to-18583-till-january-14-2020-vision-securities-leads-with-highest-number-of-online-clients,NEPSE,Positive,0.5859,0.286,0.714,0.0,1342.7,1342.7,1342.7,1342.7,1953780000,0
"10.25% Prabhu Bank Debenture 2086 listed on NEPSE; 1 Million units made tradeable",1025-prabhu-bank-debenture-2086-listed-on-nepse-1-million-units-made-tradeable,2020-01-20,https://www.sharesansar.com/newsdetail/1025-prabhu-bank-debenture-2086-listed-on-nepse-1-million-units-made-tradeable,NEPSE,Neutral,0.0,0.0,1.0,0.0,1342.7,1342.7,1342.7,1342.7,1953780000,0
"NEPSE closes at 20-month high with gain of 33.43 point and whopping Rs 2.09 turnover; recorded 14th highest turnover volume till date",nepse-closes-at-20-month-high-with-gain-of-3343-point-and-whopping-rs-209-turnover-recorded-14th-highest-turnover-volume-till-date,2020-01-19,https://www.sharesansar.com/newsdetail/nepse-closes-at-20-month-high-with-gain-of-3343-point-and-whopping-rs-209-turnover-recorded-14th-highest-turnover-volume-till-date,NEPSE,Positive,0.5267,0.139,0.861,0.0,1310.26,1310.26,1310.26,1310.26,2090877917,0
"NEPSE rallies more than 97 points with massive Rs 6.67 arba turnover ; Ghodighoda Laghubitta gain 35.31% and NIC Asia Bank traded most (Weekly Wrap up)",nepse-rallies-more-than-97-points-with-massive-rs-667-arba-turnover-ghodighoda-laghubitta-gain-3531-and-nic-asia-bank-traded-most-weekly-wrap-up,2020-01-17,https://www.sharesansar.com/newsdetail/nepse-rallies-more-than-97-points-with-massive-rs-667-arba-turnover-ghodighoda-laghubitta-gain-3531-and-nic-asia-bank-traded-most-weekly-wrap-up,NEPSE,Positive,0.5267,0.124,0.876,0.0,1284.28,1284.28,1284.28,1284.28,1682330000,0
"Market closes for the week at high of 1310.23 points; what are some of the driving factors as per brokers and investors?",market-closes-for-the-week-at-high-of-131023-points-what-are-some-of-the-driving-factors-as-per-brokers-and-investors,2020-01-16,https://www.sharesansar.com/newsdetail/market-closes-for-the-week-at-high-of-131023-points-what-are-some-of-the-driving-factors-as-per-brokers-and-investors,NEPSE,Neutral,0.0,0.0,1.0,0.0,1284.28,1284.28,1284.28,1284.28,1682330000,0
"NEPSE lists 27.64 lakh units right shares of Srijana Finance; Finance had issued 60% right shares",nepse-lists-2764-lakh-units-right-shares-of-srijana-finance-finance-had-issued-60-right-shares,2020-01-16,https://www.sharesansar.com/newsdetail/nepse-lists-2764-lakh-units-right-shares-of-srijana-finance-finance-had-issued-60-right-shares,NEPSE,Positive,0.5267,0.239,0.761,0.0,1284.28,1284.28,1284.28,1284.28,1682330000,0
"Trading of Deva Bikas Bank halted in NEPSE after inking agreement for acquisition with Kumari Bank; Capital of joint entity to cross Rs 12 arba",trading-of-deva-bikas-bank-halted-in-nepse-after-inking-agreement-for-acquisition-with-kumari-bank-capital-of-joint-entity-to-cross-rs-12-arba,2020-01-16,https://www.sharesansar.com/newsdetail/trading-of-deva-bikas-bank-halted-in-nepse-after-inking-agreement-for-acquisition-with-kumari-bank-capital-of-joint-entity-to-cross-rs-12-arba,NEPSE,Positive,0.4939,0.118,0.882,0.0,1284.28,1284.28,1284.28,1284.28,1682330000,0
"NEPSE lists 7.20 crore units shares of Global IME Bank after conversion of Janata Bank's shares",nepse-lists-720-crore-units-shares-of-global-ime-bank-after-conversion-of-janata-banks-shares,2020-01-15,https://www.sharesansar.com/newsdetail/nepse-lists-720-crore-units-shares-of-global-ime-bank-after-conversion-of-janata-banks-shares,NEPSE,Positive,0.5267,0.239,0.761,0.0,1263.32,1263.32,1263.32,1263.32,893677000,0
"NEPSE concludes its 38th AGM; 40% cash dividend approved",nepse-concludes-its-38th-agm-40-cash-dividend-approved,2020-01-15,https://www.sharesansar.com/newsdetail/nepse-concludes-its-38th-agm-40-cash-dividend-approved,NEPSE,Positive,0.4215,0.259,0.741,0.0,1263.32,1263.32,1263.32,1263.32,893677000,0
"Correction in the market observed as NEPSE loses 7.48 points; two companies hit the positive circuit",correction-in-the-market-observed-as-nepse-loses-748-points-two-companies-hit-the-positive-circuit,2020-01-14,https://www.sharesansar.com/newsdetail/correction-in-the-market-observed-as-nepse-loses-748-points-two-companies-hit-the-positive-circuit,NEPSE,Positive,0.3182,0.181,0.704,0.116,1271.11,1271.11,1271.11,1271.11,1026443666,0
"35 listed and non listed companies including Nepal Telecom, Forward Community, Goodwill Finance convening their AGM today",35-listed-and-non-listed-companies-including-nepal-telecom-forward-community-goodwill-finance-convening-their-agm-today,2020-01-14,https://www.sharesansar.com/newsdetail/35-listed-and-non-listed-companies-including-nepal-telecom-forward-community-goodwill-finance-convening-their-agm-today,NEPSE,Neutral,0.0,0.0,1.0,0.0,1271.11,1271.11,1271.11,1271.11,1026443666,0
"NEPSE Index continues gaining streak along with growing turnover; two companies hit the positive circuit",nepse-index-continues-gaining-streak-along-with-growing-turnover-two-companies-hit-the-positive-circuit,2020-01-13,https://www.sharesansar.com/newsdetail/nepse-index-continues-gaining-streak-along-with-growing-turnover-two-companies-hit-the-positive-circuit,NEPSE,Positive,0.7964,0.403,0.597,0.0,1260.01,1260.01,1260.01,1260.01,1665520000,0
"Trading of City Express Finance halted in NEPSE; Finance to be acquired by Nepal Investment Bank",trading-of-city-express-finance-halted-in-nepse-finance-to-be-acquired-by-nepal-investment-bank,2020-01-13,https://www.sharesansar.com/newsdetail/trading-of-city-express-finance-halted-in-nepse-finance-to-be-acquired-by-nepal-investment-bank,NEPSE,Neutral,0.0,0.0,1.0,0.0,1260.01,1260.01,1260.01,1260.01,1665520000,0
